Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022]
Arable land (% of land area),AG.LND.ARBL.ZS,Serbia,SRB,..,..,29.6169677566888,29.7930482506289,29.6249714155042,29.7050080036588,29.6707066087354,29.5335010290418,29.4877658358107,30.9668212629326,31.0976334879296,..
Arable land (% of land area),AG.LND.ARBL.ZS,Kazakhstan,KAZ,..,11.1713523724858,10.8881357187836,10.9161017890877,10.964588657999,10.9798125717672,10.9852946623699,11.0190021113457,10.8820609697374,10.9468459458458,10.9899988887654,..
Arable land (% of land area),AG.LND.ARBL.ZS,Malawi,MWI,23.8650827322868,29.1684344505728,37.6007636826474,38.1947390750955,38.7781077641069,39.3720831565549,39.9554518455664,40.5494272380144,41.1327959270259,41.7267713194739,42.4268137462877,..
Arable land (% of land area),AG.LND.ARBL.ZS,High income,HIC,10.613328624202,10.5219567571557,9.82319993310259,9.87744680125875,9.8581970622538,9.83243436988477,9.86662950304484,9.8605243914307,9.86252831209807,9.8281874383851,9.89956146530942,..
Arable land (% of land area),AG.LND.ARBL.ZS,Heavily indebted poor countries (HIPC),HPC,5.92122052583808,6.65722496684207,8.66895082780111,8.7438399966087,8.8192777797754,8.92667271978426,9.01871799156361,9.10391058418446,9.14043413812233,9.17719828315244,9.21568253691361,..
Arable land (% of land area),AG.LND.ARBL.ZS,Latin America & Caribbean,LCN,6.32460450790635,6.43664914331811,7.43280114528486,7.43339402948667,7.52241121326681,7.49429447579056,7.45916491203486,7.49253258185812,7.51361555805407,7.65347614466011,7.71597869173731,..
Arable land (% of land area),AG.LND.ARBL.ZS,"Yemen, Rep.",YEM,2.88463359660587,2.9263026308313,2.2747504593064,2.1849726310207,2.15466787885675,2.07549671382844,2.20277667291702,2.21035286095801,2.19330643786579,2.19330643786579,2.19330643786579,..
Arable land (% of land area),AG.LND.ARBL.ZS,Late-demographic dividend,LTE,9.88908061228759,9.04800403192285,8.9921140345068,8.97189523913837,8.98183833046029,8.97497822589764,8.96538874724211,8.9468249620414,8.90270727958668,8.93218991121133,8.9486359421662,..
Arable land (% of land area),AG.LND.ARBL.ZS,Least developed countries: UN classification,LDC,6.50632715486786,7.07334148783624,8.88080325443839,8.95768313285547,9.0384804035685,9.15427721404688,9.25274610810516,9.31872886904612,9.34821375284617,9.37995689198569,9.41821790068849,..
Arable land (% of land area),AG.LND.ARBL.ZS,India,IND,54.9776502678941,54.127048725443,52.617558918199,52.6246220389548,52.6078050847743,52.5755165327477,52.4336271815794,52.29329810742,52.2566927777909,51.9468812958472,51.9468812958472,..
